iter	MAE
619	25.76250531
620	25.74662103
621	25.72228874
622	25.71728741
623	25.70902458
624	25.69592879
625	25.66737636
626	25.64271009
627	25.62596462
628	25.61393949
629	25.60241953
630	25.59475604
631	25.54770069
632	25.53088037
633	25.52341861
634	25.50212593
635	25.48440836
636	25.45952702
637	25.44153299
638	25.43172749
639	25.41239089
640	25.37467731
641	25.34696576
642	25.34292999
643	25.31498946
644	25.28688038
645	25.27088136
646	25.23372349
647	25.21120302
648	25.20345464
649	25.18529867
650	25.16881895
651	25.15023256
652	25.13574754
653	25.12852402
654	25.09807835
655	25.0907106
656	25.05187388
657	25.01813096
658	25.00655443
659	24.9975379
660	24.96374016
661	24.94900866
662	24.92487132
663	24.90491791
664	24.87545205
665	24.86933879
666	24.84874913
667	24.84207641
668	24.81500122
669	24.80705456
670	24.77174758
671	24.76956819
672	24.73730055
673	24.72918488
674	24.71763261
675	24.68425767
676	24.67376904
677	24.66466086
678	24.64349365
679	24.63512627
680	24.61870837
681	24.61464193
682	24.56115788
683	24.55139583
684	24.53458082
685	24.5262061
686	24.50631862
687	24.50452689
688	24.48192785
689	24.47398772
690	24.46865113
691	24.45778987
692	24.4482084
693	24.42576387
694	24.40397672
695	24.38753049
696	24.37418823
697	24.36573926
698	24.32581447
699	24.29487293
700	24.24831589
701	24.22855392
702	24.19787399
703	24.17289134
704	24.16934991
705	24.1542683
706	24.12927933
707	24.07237368
708	24.0654948
709	24.02958324
710	24.0231614
711	23.98258069
712	23.9467439
713	23.92037212
714	23.91279543
715	23.90077973
716	23.89240452
717	23.8765849
718	23.86076851
719	23.8413068
720	23.82542702
721	23.81474414
722	23.811081
723	23.79189751
724	23.77417856
725	23.74140191
726	23.7221183
727	23.71188337
728	23.68599187
729	23.66995094
730	23.6501864
731	23.64598367
732	23.63533575
733	23.61796043
734	23.61103082
735	23.60738921
736	23.59010705
737	23.56964809
738	23.54643706
739	23.52328484
740	23.50332523
741	23.48668501
742	23.4803621
743	23.44987745
744	23.40655398
745	23.40412678
746	23.38406266
747	23.37878034
748	23.37143008
749	23.36412633
750	23.35001387
751	23.32084242
752	23.30883182
753	23.30378213
754	23.27916573
755	23.2473964
756	23.23530335
757	23.21189432
758	23.20292408
759	23.17539088
760	23.15699478
761	23.13376742
762	23.12384685
763	23.11936779
764	23.110092
765	23.09678233
766	23.08624544
767	23.06852238
768	23.0534363
769	23.03869556
770	23.0157422
771	22.96012508
772	22.94700772
773	22.92465627
774	22.89254571
775	22.87682874
776	22.84474588
777	22.84079966
778	22.80683328
779	22.7962938
780	22.78529846
781	22.76317224
782	22.75090668
783	22.71041136
784	22.6973223
785	22.68606201
786	22.65224696
787	22.6219616
788	22.60955002
789	22.59740572
790	22.58572807
791	22.5704824
792	22.55326778
793	22.50057254
794	22.48937421
795	22.45376863
796	22.43232829
797	22.39082075
798	22.38215414
799	22.37505695
800	22.35877224
801	22.33040249
802	22.31664294
803	22.31035515
804	22.28749836
805	22.28517268
806	22.28049584
807	22.26087425
808	22.25460643
809	22.24466938
810	22.24230196
811	22.19741145
812	22.18538451
813	22.1610672
814	22.14670652
815	22.13618251
816	22.12683394
817	22.09924762
818	22.07635509
819	22.0611933
820	22.05106025
821	22.03953412
822	22.03476413
823	22.01871559
824	22.01665771
825	21.9976731
826	21.97961716
827	21.96009572
828	21.95472422
829	21.94698231
830	21.9420826
831	21.90335188
832	21.8974441
833	21.8811681
834	21.86938368
835	21.84470578
836	21.80557091
837	21.79133611
838	21.77392974
839	21.77250054
840	21.76204359
841	21.75147343
842	21.72892553
843	21.71425563
844	21.69824762
845	21.66626776
846	21.64870099
847	21.64257476
848	21.63510128
849	21.5822057
850	21.56101239
851	21.53328323
852	21.49840364
853	21.47588823
854	21.46304858
855	21.45160356
856	21.43885189
857	21.42459369
858	21.41085353
859	21.38358749
860	21.36064516
861	21.32682205
862	21.31948101
863	21.31587573
864	21.31292716
865	21.29626339
866	21.29024264
867	21.28839534
868	21.27480284
869	21.26227681
870	21.23362484
871	21.21485505
872	21.21109528
873	21.19453424
874	21.16851118
875	21.14794855
876	21.13838314
877	21.13064978
878	21.08927992
879	21.08552612
880	21.07215318
881	21.05755385
882	21.04635592
883	21.03466948
884	21.0116251
885	20.99741725
886	20.97219456
887	20.9329923
888	20.91263799
889	20.87621703
890	20.86597783
891	20.85300389
892	20.84604696
893	20.83972142
894	20.82596703
895	20.79829645
896	20.76337138
897	20.74618368
898	20.71090587
899	20.70116654
900	20.68660973
901	20.68147295
902	20.66699736
903	20.64694728
904	20.63352548
905	20.61921857
906	20.57142241
907	20.5612122
908	20.53767371
909	20.52066851
910	20.50859023
911	20.48200735
912	20.4728172
913	20.46233852
914	20.44650865
915	20.43375433
916	20.3976814
917	20.3808429
918	20.37106977
919	20.34047429
920	20.32095051
921	20.31492233
922	20.29051129
923	20.26851313
924	20.25571774
925	20.24544118
926	20.24191089
927	20.23523665
928	20.22965641
929	20.20863889
930	20.19449621
931	20.18551774
932	20.18122252
933	20.16765591
934	20.16042075
935	20.15368247
936	20.12872148
937	20.10696688
938	20.10209971
939	20.08799412
940	20.07912112
941	20.0669631
942	20.05454678
943	20.04112008
944	20.03241678
945	20.0136135
946	20.00614613
947	19.99500567
948	19.97727823
949	19.94605311
950	19.91685979
951	19.90575868
952	19.88232691
953	19.87921201
954	19.87470116
955	19.86615755
956	19.86131472
957	19.8572265
958	19.82902881
959	19.81755324
960	19.79598557
961	19.78180734
962	19.77154535
963	19.76369043
964	19.75373776
965	19.7454345
966	19.73726088
967	19.73402878
968	19.72877848
969	19.72184104
970	19.71524468
971	19.70176436
972	19.69161627
973	19.6899775
974	19.68268946
975	19.67189099
976	19.6639418
977	19.65471828
978	19.64005994
979	19.62839201
980	19.6052391
981	19.5966596
982	19.58036509
983	19.56284991
984	19.54503819
985	19.5310587
986	19.51183679
987	19.49966261
988	19.48867157
989	19.47011594
990	19.4482625
991	19.44285756
992	19.42452352
993	19.41413525
994	19.40945246
995	19.38932423
996	19.37405913
997	19.35809779
998	19.34690876
999	19.31397745
1000	19.29832911
1001	19.28369396
1002	19.27520332
1003	19.26618057
1004	19.25957195
1005	19.25590721
1006	19.24533881
1007	19.22540354
1008	19.21560066
1009	19.19705326
1010	19.17759155
1011	19.16547361
1012	19.14549652
1013	19.14002013
1014	19.12820564
1015	19.11919018
1016	19.10158237
1017	19.08554633
1018	19.06951311
1019	19.05629913
1020	19.04304297
1021	19.02850263
1022	19.0133939
1023	19.01080407
1024	19.00456667
1025	18.97826213
1026	18.96167357
1027	18.95739033
1028	18.9418316
1029	18.9209363
1030	18.91340444
1031	18.89883365
1032	18.89072291
1033	18.88565881
1034	18.85913432
1035	18.83213014
1036	18.82672291
1037	18.81335916
1038	18.78721301
1039	18.77467134
1040	18.7739048
1041	18.7506275
1042	18.73991866
1043	18.72403234
1044	18.72216269
1045	18.71578637
1046	18.70057646
1047	18.68720307
1048	18.6578265
1049	18.65690648
1050	18.64780446
1051	18.64104541
1052	18.63193414
1053	18.62633451
1054	18.60934189
1055	18.60335552
1056	18.58360714
1057	18.56863062
1058	18.564361
1059	18.5632037
1060	18.55416612
1061	18.53640236
1062	18.52962524
1063	18.52471384
1064	18.51842022
1065	18.49415789
1066	18.48205186
1067	18.46234913
1068	18.45022416
1069	18.43834088
1070	18.42551216
1071	18.41470117
1072	18.3897595
1073	18.38146648
1074	18.35994171
1075	18.34765681
1076	18.32868318
1077	18.3232284
1078	18.30960079
1079	18.30060805
1080	18.29551568
1081	18.28155787
1082	18.27584202
1083	18.27079877
1084	18.26607248
1085	18.25403645
1086	18.24622682
1087	18.24082165
1088	18.23489861
1089	18.23029089
1090	18.21570932
1091	18.20840094
1092	18.20385684
1093	18.1947178
1094	18.18200242
1095	18.17876603
1096	18.16997168
1097	18.16753704
1098	18.15853104
1099	18.13175877
1100	18.12470564
1101	18.11195493
1102	18.10637384
1103	18.09014085
1104	18.07115276
1105	18.05925393
1106	18.04948729
1107	18.02279498
1108	18.01639201
1109	18.00230354
1110	17.9972015
1111	17.9866641
1112	17.97383312
1113	17.96630386
1114	17.96098338
1115	17.95607569
1116	17.93650769
1117	17.93096012
1118	17.92610566
1119	17.90813417
1120	17.89863662
1121	17.88010279
1122	17.86099669
1123	17.84076306
1124	17.8391276
1125	17.81526534
1126	17.8070501
1127	17.79858172
1128	17.78403874
1129	17.76322762
1130	17.75138962
1131	17.73632396
1132	17.7181822
1133	17.71466854
1134	17.71002037
1135	17.69651113
1136	17.6907178
1137	17.67998802
1138	17.67536457
1139	17.66182225
1140	17.64542706
1141	17.63766188
1142	17.634243
1143	17.62634038
1144	17.62135573
1145	17.60546039
1146	17.57990529
1147	17.578141
1148	17.56789058
1149	17.54883913
1150	17.53150458
1151	17.51031685
1152	17.49122218
1153	17.48322409
1154	17.47816727
1155	17.47108166
1156	17.45814272
1157	17.44755279
1158	17.44336925
1159	17.4393281
1160	17.43634361
1161	17.43031147
1162	17.41943829
1163	17.41280902
1164	17.40650434
1165	17.3994804
1166	17.39704424
1167	17.3840773
1168	17.36796539
1169	17.3583898
1170	17.35021573
1171	17.34003719
1172	17.33433175
1173	17.32953823
1174	17.32012077
1175	17.31809956
1176	17.3165784
1177	17.31164912
1178	17.30263776
1179	17.29507433
1180	17.27928946
1181	17.27010603
1182	17.25938572
1183	17.25209859
1184	17.25093636
1185	17.2456173
1186	17.23135909
1187	17.22274121
1188	17.22206656
1189	17.21122486
1190	17.19727172
1191	17.19230824
1192	17.18164923
1193	17.17833855
1194	17.17493764
1195	17.16533552
1196	17.15862929
1197	17.15738243
1198	17.15483175
1199	17.1494734
1200	17.14475873
1201	17.12084546
1202	17.11967163
1203	17.11267258
1204	17.10309809
1205	17.08925354
1206	17.07826738
1207	17.06035807
1208	17.05707409
1209	17.0520084
1210	17.04916115
1211	17.04646651
1212	17.0328013
1213	17.02218743
1214	17.01850854
1215	17.00866082
1216	17.00318118
1217	16.99485837
1218	16.98636231
1219	16.97803194
1220	16.95466527
1221	16.9436342
1222	16.94028725
1223	16.93212747
1224	16.91617006
1225	16.91296963
1226	16.90914183
1227	16.90146595
1228	16.87323107
1229	16.86009965
1230	16.85529183
1231	16.84933883
1232	16.84666558
1233	16.83320731
1234	16.8227094
1235	16.81830202
1236	16.81172427
1237	16.79227783
1238	16.78569168
1239	16.77669564
1240	16.77218446
1241	16.76699749
1242	16.75909472
1243	16.74151995
1244	16.73110324
1245	16.72017379
1246	16.70479836
1247	16.6939843
1248	16.69126108
1249	16.68768839
1250	16.67905592
1251	16.6672296
1252	16.660849
1253	16.65316488
1254	16.63996908
1255	16.63656601
1256	16.6173298
1257	16.61307316
1258	16.60805428
1259	16.60719035
1260	16.59828691
1261	16.58667399
1262	16.58575229
1263	16.5727438
1264	16.56457513
1265	16.55887377
1266	16.53162312
1267	16.52899703
1268	16.51930807
1269	16.508033
1270	16.49592064
1271	16.47927693
1272	16.46880385
1273	16.46478264
1274	16.45976909
1275	16.4563019
1276	16.45515323
1277	16.45166288
1278	16.44493024
1279	16.442079
1280	16.43105296
1281	16.42367994
1282	16.42020241
1283	16.39640216
1284	16.38671922
1285	16.38288279
1286	16.36192158
1287	16.35993421
1288	16.35588399
1289	16.35198746
1290	16.34563847
1291	16.32974727
1292	16.32441448
1293	16.32224306
1294	16.31737222
1295	16.308017
1296	16.29143397
1297	16.28598764
1298	16.27615717
1299	16.26897783
1300	16.25919076
1301	16.25368482
1302	16.25129705
1303	16.23542662
1304	16.22894577
1305	16.2180376
1306	16.20142647
1307	16.19801143
1308	16.19181833
1309	16.17833219
1310	16.16750083
1311	16.15522072
1312	16.14736516
1313	16.14573918
1314	16.13042312
1315	16.11493206
1316	16.09958119
1317	16.09590002
1318	16.08475915
1319	16.07803659
1320	16.07623701
1321	16.07401835
1322	16.06604327
1323	16.06285116
1324	16.05960966
1325	16.05349375
1326	16.0454877
1327	16.0407724
1328	16.02284316
1329	16.02141054
1330	16.01671482
1331	16.01479759
1332	16.01269361
1333	15.99120562
1334	15.98863612
1335	15.9834739
1336	15.97651485
1337	15.9739105
1338	15.96519969
1339	15.96392299
1340	15.96142643
1341	15.95209199
1342	15.93948605
1343	15.9367348
1344	15.9311616
1345	15.92320134
1346	15.92001627
1347	15.91816205
1348	15.91718523
1349	15.91044516
1350	15.90199017
1351	15.89763243
1352	15.8942563
1353	15.89285455
1354	15.88919665
1355	15.87720638
1356	15.87441287
1357	15.86934946
1358	15.86863492
1359	15.86286232
1360	15.8604763
1361	15.85540496
1362	15.85480036
1363	15.84887656
1364	15.84270616
1365	15.83970499
1366	15.8254265
1367	15.82143869
1368	15.81614545
1369	15.80903502
1370	15.795744
1371	15.78321468
1372	15.77699464
1373	15.7677713
1374	15.7640038
1375	15.74682971
1376	15.73081198
1377	15.72634098
1378	15.72217009
1379	15.71919408
1380	15.71639479
1381	15.71378037
1382	15.70818583
1383	15.70494642
1384	15.70126073
1385	15.69556612
1386	15.68979112
1387	15.68688985
1388	15.68196472
1389	15.67801633
1390	15.67214919
1391	15.66809039
1392	15.66600722
1393	15.66374864
1394	15.66283826
1395	15.65910617
1396	15.64437122
1397	15.64356555
1398	15.64178845
1399	15.63715093
1400	15.63059566
1401	15.62759986
1402	15.61792907
1403	15.61630827
1404	15.61103869
1405	15.60950144
1406	15.60698228
1407	15.5923651
1408	15.58216938
1409	15.57528928
1410	15.57308631
1411	15.57159528
1412	15.56777487
1413	15.55295285
1414	15.54244583
1415	15.53217427
1416	15.52369372
1417	15.52307342
1418	15.51713971
1419	15.51637625
1420	15.50990915
1421	15.49760922
1422	15.49355731
1423	15.49037775
1424	15.4868387
1425	15.48014144
1426	15.47157313
1427	15.46748061
1428	15.45844258
1429	15.44804078
1430	15.44386417
1431	15.44274566
1432	15.43439279
1433	15.42871798
1434	15.41445824
1435	15.41287742
1436	15.40743099
1437	15.39844965
1438	15.3966468
1439	15.3913264
1440	15.39067386
1441	15.38749705
1442	15.38590718
1443	15.38038869
1444	15.37240903
1445	15.35819892
1446	15.35248827
1447	15.34699995
1448	15.33252196
1449	15.32304126
1450	15.31344054
1451	15.30719332
1452	15.3012775
1453	15.29560586
1454	15.28490245
1455	15.27967298
1456	15.27459451
1457	15.27099797
1458	15.26714775
1459	15.24996364
1460	15.24549596
1461	15.23737677
1462	15.23105121
1463	15.22277245
1464	15.21409269
1465	15.2101107
1466	15.2083478
1467	15.19955371
1468	15.17270507
1469	15.16758348
1470	15.1646189
1471	15.15644351
1472	15.15237199
1473	15.15109106
1474	15.14885741
1475	15.14787245
1476	15.14294188
1477	15.11825532
1478	15.11218161
1479	15.11115403
1480	15.10227906
1481	15.09791117
1482	15.09157241
1483	15.07852987
1484	15.06998622
1485	15.06825942
1486	15.06510113
1487	15.05983033
1488	15.0581184
1489	15.05182214
1490	15.04816266
1491	15.04495675
1492	15.04387222
1493	15.04055957
1494	15.03411177
1495	15.02590442
1496	15.01570913
1497	15.01475953
1498	15.0079301
1499	15.00515128
